- Autogol | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Fabián Garfagnoli (ARG) Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Hugo Álvarez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Erwin Durán Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Diego Álvarez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Cristian Paulucci (ARG) Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Cristián Salazar Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Mario Sciacqua (ARG) Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Román Bertoglio (ARG) Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Gutiérrez Entrenador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Antonella Sola Delantera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Gaínza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Ramírez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 1. Elías Hartard | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Pancho Iñigo Fernández (CAN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jovany Campusano | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 16. Jhon García | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Zacarías López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 18. Mauricio Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sergio Maximiliano Ojeda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 20. Lucas Cano (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 21. Yonathan Suazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 23. Cristóbal Marín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Vicente Durán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Paolo Vasquez (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Kevin Guajardo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 28. Bastián Araneda (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. Bayron Guajardo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Carmona | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Mirko Opazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 33. Enzo Ruiz (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alan Muñoz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 5. José Antonio Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Brito | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aníbal Carvallo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Joaquín Montecinos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Marco Sebastián Pol (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Luis Marcoleta | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danilo Catalán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Hormazábal | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Jaime Grondona | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Luis Silva | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Marko Biskupovic | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alessandro Rizzoli | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 1. Benjamin Dellaserra (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 29. Diego Bustamante | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Opazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Facundo Gómez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Francisco Román | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Javier Bayk (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 7. José Barragán (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 37. Juan José Soriano | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Maximiliano Guerrero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Michael Silva | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 30. Nicolás Nocetti (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 31. Pablo Vranjicán (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Sebastián Rivera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Pedro Carrizo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Kevin Medel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Rodrigo Chinga | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Mauricio Segovia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniel Monardes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Michael Burdiles (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. Jean González (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 4. Felipe Milla (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 16. Matías Ortega | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 8. Franco Cortez (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Felipe Aracena | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Diego Castro (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Cubillos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Osvaldo Godoy (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Carlos Díaz Bonilla (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Javier Calderón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 22. Jason Villanueva | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Gonzalo Benavente | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Richard Paredes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 33. Franco Olego (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mauro Pizarro (2000) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gustavo Fuentealba | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Francisco Bozán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 30. Jaime Valdés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 30. Danny Pérez (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Walter Ponce | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Leyton | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Lucas Domínguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. David Achucarro (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sergio Arriagada | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Steffan Pino | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Vallejos (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Baeza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Raúl Olivares | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Montoya (COL) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Barrientos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Llanos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 23. Rómulo Zanre Zwarg (BRA) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Enzo Ferrario | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Humberto Suazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 38. Lucas Fasson | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Óscar Correa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Miguel Ponce | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Facundo Agüero (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 16. Gerónimo Poblete | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Tonso (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Rodrigo Salinas (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Stéfano Magnasco | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Elena Cortés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Viviana Acevedo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valery Otárola | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carol Ardiles | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Milenka Gavilán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Rodrigo Venegas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ángelo Quiñones | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- César Munder | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Felipe Jaramillo (COL) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jaime Carreño | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jimmy Martínez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Leandro Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Matías Fernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Santiago Dittborn | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Guillermo Zuleta | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Cortés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Benítez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina Bruna | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 1. Paula Hinojosa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Margoux López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Godoy | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisca Bacho | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristina Echeverría | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- María Cristina Julio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Grettel Suazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Arantza Suazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisca Maturana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Nicol Vega | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yanka Cáceres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 5. Valeria Barraza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daiana Masselli (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Paula Marín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mayerly Aguilera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Karla Paredes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Wilson Fre | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mayra Cáceres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 5. Claudia Maturana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carla Pizarro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 19. Camila Oro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 18. Fernanda Erazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Mauricio Regodeceves | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 8. Martina Escobar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yaiza Maureira | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mackarena Alfaro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Katherine González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aline Bello | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Ramírez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lucas Alarcón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 30. Juan Ignacio Cavallaro (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Leonardo Valencia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Luckas Carreño (2003) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Ivo Basay | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Víctor Ramón (BRA) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 20. Marcelo Herrera (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Ulloa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jens Buss | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 21. Cristian Erbes (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marcelo Estigarribia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ariel Cáceres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Jorquera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Soto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Javier Díaz Usedo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Tapia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jeison Fuentealba | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Castillo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Salomé Robledo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Pablo Marini (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Federico Andrada (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. Krishna Carmona | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 38. Daniel Campusano (Sub 21) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Vásquez (2003) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gladys Esquivel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Isidora Toro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Eryin Sanhueza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danilo Ortiz (PAR) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Henry Sanhueza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Saavedra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Rodríguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jherson Reyes (PER) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Santelices | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernando Miranda (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ethan Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Kevin Flores | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Santiago Mederos (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Dubó (2003) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Sánchez Sotelo (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Arias | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentín Coria | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Reyes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Juan José Luvera (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Fabián Garfagnoli (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Navarrete | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Mardones | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Raúl Palacios (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabian Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernando Dinamarca | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Guiloff | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Hugo Álvarez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia Núñez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ana Bruna | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Antonella Sola | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Kirian Mundaca | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Tamara Contreras | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Constanza Barraza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Digna Kassandra Pérez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Katherine Maturana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gia Castillo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martina Castro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Paola Guerrero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Maximiliano Rodríguez (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Treysi Fuentes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Karolayn Barraza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Javiera Ayabire | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Catalina Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudia Maddaleno | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yhael Saavedra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Digna Pérez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Catalina Flores | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Enzo Guerrero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Raúl Osorio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Sanhueza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- René Meléndez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Villarroel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lionel Altamirano (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Ignacio Figueroa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Gallegos (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pablo López (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lautaro Rinaldi (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Erwin Durán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Elías Hartard | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Lobos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Byron Guajardo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Molina | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gustavo Gallardo (2001) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yayza Maureira | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Stéfany Orozco (COL) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniel Cordero (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudio Torres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Álvaro Delgado | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina Tabilo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia Rivera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Karina Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sofía Covarrubias | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Treisy Fuentes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Antonella Elorza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Diego Álvarez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Cerda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Chamorro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Jara González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jeisson Vargas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Ortiz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Fuentes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Manuel Rivera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Esteban Moreira | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Zepeda (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Ferreyra (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Pinto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristián Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Andrés Zanini (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jeyson Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Sepúlveda (2008) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lautaro Ovando (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jonathan Kauan (BRA) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabricio Díaz (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ángelo Henríquez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Catalina Marín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jennifer Azul Santibáñez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gianella Bórquez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Florencia Sáez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jocelyn Tagliaferro Valdez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aranza Segura | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Karen Araya Figueroa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pía Viera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Cristian Paulucci (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Rojas (2008) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bastián Contreras (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Emanuel Herrera (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Mendoza (MEX) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Joaquín Fernández (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Cristián Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Mario Sciacqua (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Román Bertoglio (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alexander Oroz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bruno Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristián Michea | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Rubio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Federico Lanzillota (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Escalante (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Joaquín Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Marín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Milovan Velásquez (2007) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Rafael Delgado (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yahir Salazar (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Joan Orellana (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francis Mac Allister (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bastián Sandoval | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ángel Carvajal | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Stefanelli (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
