- Autogol | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Francisco Román | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Byron Guajardo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mauro Heredia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Frank Fernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 19. Esteban Pipino (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Agustín Ortiz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Zederick Vega (2000) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 7. Kevin Orrián | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danko Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Araya | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Luca Pontigo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Martín Lucero (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Wilson Piñones | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Brayan Valdivia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Emiliano Astorga | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Steffan Pino | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 7. Matías Rosas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Luna (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 32. Federico Martínez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Morales | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Andrés Fernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Soza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Manzano | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Núñez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Romo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan José Contreras | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 28. Matías Grandis (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Torres Medina (2000) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Matt Lagos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nelson Rebolledo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Richard Leyton | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ian Toro (2002) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Jonathan Viveros | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristopher Vallejos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Manuel López (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Bandez (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nelson Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bruno Romo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Rencoret | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marco Medel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Leonardo Povea | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Isaac Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Héctor Tapia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Yorkaef Peña (Sub 21) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 28. Marco Aguirre (Sub 21) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Águila | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Eitan Ramírez (Sub 21) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Rodríguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 8. Martina Escobar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Ignacio Sills (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Tati | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jens Buss | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Axl Ríos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Luis Cabrera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Iván Rozas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Reiner Castro (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Reynero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- John Valladares | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yamilet Araya | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daiana Masselli (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carla Pizarro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Constanza Rodríguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Paula Iriarte | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yanka Cáceres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gladys Esquivel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Krishna Contreras | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pamela Acevedo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisca Rocha | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Krishna Ramírez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danay Bogdanic | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Javiera Agüero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Valentina García | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Karolayn Gálvez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Krystel Chávez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Carlos Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ana Paula Garrido | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Vargas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yerco Oyanedel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Amara Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. Belén Cortés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Ivo Basay | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 4. Sofía Aguirre | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernanda Guerrero Garretón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. David Carmona | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sophía Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pía Araya | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisca Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Emilia Pinto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martina Contreras | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Álvaro Cazula (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Carrasco | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Calisto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Byron Nieto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yerko González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Carlos Gaete | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Leonardo Pais (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Luis Felipe Hernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Tobías Figueroa (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Soto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Franco Kepec (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Franco Torres (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Arce (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Richard Ramírez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Manuel Aravena (2004) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sebastián Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Rodrigo Orellana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jonathan Barrionuevo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yesenia Arenas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Katherine Muñoz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Hernán Caputto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Elías Calderón (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yonathan Andía | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martin Araya (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Dominik Paredes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Monserrat Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- María Paz Rodríguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Giselle Pinto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valeska Maza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Priscila Tapia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Krystell Chávez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Julio Fierro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Salomón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marcelo Filla | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Diego Opazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- John Santander | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Torres | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Thomas Jones | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Briam Acosta (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jairo Coronel (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Franco Mazurek (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Enzo Fernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudio Zamorano | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Osses (2002) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos Ross | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- César Díaz (2002) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Gallegos (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Octavio Padovani (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. David Reyes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Deyse Aguilera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Renata Cortez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Catalina López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Catalina Moris | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gloria Naranjo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Brenda Vásquez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nathasha Vega | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Katalina Aravena | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina Chávez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Dailis Pinto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Raúl Carrizo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nayareth Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Espoz (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Zamira Zamora | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Valenzuela (2004) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- María Alejandra Cortés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Damián Sáez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Tabilo (2007) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gastón Pérez (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Iván Ledezma | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jorge Ortiz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lautaro Palacios (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Maximiliano Rojas (2007) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Suárez (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Temperini (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nozomi Kimura | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
