- Autogol | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Diego Portilla | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Héctor Briones | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 19. Jaime Vidal (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bastián Aguilera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Martín Inda (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. José Parra (Sub-20) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Iván Dinamarca | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Frank Carilao | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 2. Nicolás Higueras | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Nuñez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Rubio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudio Muñoz Uribe | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Manuel García (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Julio Medel | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Bórquez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gerson Acevedo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Tapia | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 9. Lucas Martínez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Ayala | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Joaquín Romo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 23. Diego Cayupil | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Junio Lopes (BRA) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 25. Francisco Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Jaque | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Harold Barra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Sidan Núñez (2001) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aldrix Jara | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 35. Lino Maldonado | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Jorge Schwager | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- César Molina | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danko Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Diego Silva | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Federico Martín (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Lee-Chong | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 6. Leonardo Gavilán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marcelo Suárez Báez (2000) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Olguín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Matías Ramírez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Michael Silva Gómez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Nicolás Solabarrieta | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Wladimir Acuña | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ricardo Sánchez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Ormeño | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Bryan Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Joel Lew (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Luis Romero (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudio Servetti (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alejandro Delfino | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- John Santander | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jesús Arancibia (2001) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Danilo Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Renato González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Carvajal | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pablo Sanhueza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lucas Fierro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 26. Lucas Simón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Milton Alegre | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Zedán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yonathan Suazo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jaime Vargas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Christopher Navarro (2002) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Roberto Zenteno | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Méndez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Néstor Canelón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabián Ovejero (PAR) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Ignacio Narr | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gessle Guimenes | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bryan Cortés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Lucero Chavi | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Franco Cabrera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernando Cornejo Padilla | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aaron Astudillo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bruno Valdez (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marcel Cortez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Lara | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Álvaro Césped | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Franco Ragusa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Christopher Ojeda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Roberto Riveros | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jean Paul Pineda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Juan Martín Amieva (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Carlos González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pablo Pereira (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Quezada | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Maikol Reveco (Sub 21) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Miranda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia Saldaño | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 11. Francisca Christiny | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 1. Karla Saavedra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Paula Sánchez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Mondaca | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Naomi Sáenz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Valentina López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina Vargas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Constanza González | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Javiera Andaur | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 16. Roxana Palma | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camila Astete | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Javiera Pizarro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 3. Perla Guerra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniela Pari | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernanda Saavedra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 17. Carla Monserrat | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nélyda Davies | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Cristóbal López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Sepúlveda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Roberto Gutiérrez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 15. Millaray Barra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 12. Zaray Agurto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 14. Ignacia Núñez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 10. Ingrid Fernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- 13. Camila Muñoz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yesmery Tavárez (VEN) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Luis Landeros | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jonathan Salvador | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Christian Cepeda (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marcelo Flores | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alberto Hernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Víctor Retamal | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniel Viveros | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Mauricio Delgado (COL) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Cristóbal Marín | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Barrera | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Germán Estigarribia (ARG) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Ponce | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Óscar Salinas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Víctor Vásquez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Fuenzalida | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Guillermo Maturana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Martín Ochoa | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Aylin Díaz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Emiliana Vidal | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Sáez (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Loreto Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniela Muñoz | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Zavka Alfaro | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Rachel Rubio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Dafne Irribarra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Verónica Riquelme | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina León | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ariela Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernanda Moya | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Catalina Guzmán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Valentina López | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sandra Vásquez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Alysson Osorio | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Antonia Delgado | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Dany Falla Vargas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Germán Moya | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Stephan Raddatz (2006) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniela Ceballos | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Escarlet Ampuero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Macarena Vergara | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fernanda Soto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gabriela Rojas | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Claudia Maturana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicole Cornejo | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Marinka Huircán | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Yazmín Torrealba | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Esteban Kirkman | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Alvarado | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Alarcón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Bastián Valdés | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Espinoza | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Lemmo (URU) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jimmy Cisterna | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Mikel Arguinarena | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- David Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- José Del Piero Sapiain (2007) | DEL (Del) | Edad: N/A | N??: N/A | Valor: N/A
- Javiera Soto | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fátima Ossandón | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Esteban Onetto (2004) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Valenzuela (2004) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Daniel Terranova (COL) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Javier Espinoza (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Consuelo Cerda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Sofia Araveda | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Jason Flores | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Isidora Romero | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Josefa Orellana | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gabriel Arriagada (2004) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Felipe Hernández | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Álvaro Salazar | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Benjamín Fuentes (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Branco Provoste | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Brayams Viveros | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Camilo Rodríguez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Fabrizio Tomarelli | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Báez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Felipe Saavedra | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Francisco Lara (2007) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Gonzalo Álvarez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Ignacio Parada | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Nicolás Arismendy (2005) | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- Pedro Sánchez | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
- DT. Francisco Arrué | N/A (N/A) | Edad: N/A | N??: N/A | Valor: N/A
